"","code","title","timing","scope","severity","score","invasive","sp"
"54","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Illadopsis rufescens"
"55","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Illadopsis rufescens"
"56","2.1","Annual & perennial non-timber crops","Ongoing","Whole (>90%)","Unknown",NA,NA,"Incana incana"
"57","2.1.2","Small-holder farming","Ongoing","Whole (>90%)","Unknown",NA,NA,"Incana incana"
"58","2.3","Livestock farming & ranching","Ongoing","Whole (>90%)","Unknown",NA,NA,"Incana incana"
"59","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Whole (>90%)","Unknown",NA,NA,"Incana incana"
"60","5.3","Logging & wood harvesting","Ongoing","Whole (>90%)","Unknown",NA,NA,"Incana incana"
"61","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Whole (>90%)","Unknown",NA,NA,"Incana incana"
"62","2.1","Annual & perennial non-timber crops","Past, Unlikely to Return","Minority (<50%)","No decline",NA,NA,"Incaspiza ortizi"
"63","2.1.4","Scale Unknown/Unrecorded","Past, Unlikely to Return","Minority (<50%)","No decline",NA,NA,"Incaspiza ortizi"
"64","2.3","Livestock farming & ranching","Past, Unlikely to Return","Minority (<50%)","No decline",NA,NA,"Incaspiza ortizi"
"65","2.3.3","Agro-industry grazing, ranching or farming","Past, Unlikely to Return","Minority (<50%)","No decline",NA,NA,"Incaspiza ortizi"
"66","7.1","Fire & fire suppression","Future","Minority (<50%)","Rapid Declines",NA,NA,"Incaspiza ortizi"
"67","7.1.3","Trend Unknown/Unrecorded","Future","Minority (<50%)","Rapid Declines",NA,NA,"Incaspiza ortizi"
"68","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Incaspiza watkinsi"
"69","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Incaspiza watkinsi"
"70","2.2","Wood & pulp plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Incaspiza watkinsi"
"71","2.2.1","Small-holder plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Incaspiza watkinsi"
"72","2.2.2","Agro-industry plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Incaspiza watkinsi"
"73","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Incaspiza watkinsi"
"74","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Incaspiza watkinsi"
"75","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Incaspiza watkinsi"
"76","3.2","Mining & quarrying","Future","Minority (<50%)","Rapid Declines",NA,NA,"Incaspiza watkinsi"
"77","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Indicator archipelagicus"
"78","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Indicator archipelagicus"
"79","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Indicator archipelagicus"
"80","2.2","Wood & pulp plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Indicator archipelagicus"
"81","2.2.2","Agro-industry plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Indicator archipelagicus"
"82","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Indicator archipelagicus"
"83","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Indicator archipelagicus"
"84","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Indicator archipelagicus"
"85","7.1","Fire & fire suppression","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Indicator archipelagicus"
"86","7.1.1","Increase in fire frequency/intensity","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Indicator archipelagicus"
"87","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Indicator pumilio"
"88","2.1.1","Shifting agriculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Indicator pumilio"
"89","3.2","Mining & quarrying","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Indicator pumilio"
"90","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Indicator pumilio"
"91","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Indicator pumilio"
"92","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Indicator xanthonotus"
"93","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Indicator xanthonotus"
"94","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Indicator xanthonotus"
"95","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Indicator xanthonotus"
"96","5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Unknown",NA,NA,"Indicator xanthonotus"
"97","5.1.2","Unintentional effects (species is not the target)","Ongoing","Majority (50-90%)","Unknown",NA,NA,"Indicator xanthonotus"
"98","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Indicator xanthonotus"
"99","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Indicator xanthonotus"
"100","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Indicator xanthonotus"
"101","1.1","Housing & urban areas","Ongoing","Majority (50-90%)","Rapid Declines",NA,NA,"Iodopleura pipra"
"102","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Rapid Declines",NA,NA,"Iodopleura pipra"
"103","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Iodopleura pipra"
"104","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Iodopleura pipra"
"105","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Rapid Declines",NA,NA,"Iodopleura pipra"
"106","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Iodopleura pipra"
"107","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Iodopleura pipra"
"108","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Iole charlottae"
"109","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Iole charlottae"
"110","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Iole charlottae"
"111","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Iole charlottae"
"112","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Iole charlottae"
"113","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Iole charlottae"
"114","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Iole charlottae"
"115","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Iole charlottae"
"116","7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Iole charlottae"
"117","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Iole finschii"
"118","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Iole finschii"
"119","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Iole finschii"
"120","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Iole finschii"
"121","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Iole finschii"
"122","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Iole finschii"
"123","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Iole finschii"
"124","7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Iole finschii"
"125","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Irena cyanogastra"
"126","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Irena cyanogastra"
"127","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Irena cyanogastra"
"128","2.2","Wood & pulp plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Irena cyanogastra"
"129","2.2.2","Agro-industry plantations","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Irena cyanogastra"
"130","3.2","Mining & quarrying","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Irena cyanogastra"
"131","4.1","Roads & railroads","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Irena cyanogastra"
"132","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Irena cyanogastra"
"133","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Irena cyanogastra"
"134","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Irena cyanogastra"
"135","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Irena cyanogastra"
"136","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Irena tweeddalii"
"137","3.2","Mining & quarrying","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Irena tweeddalii"
"138","4.1","Roads & railroads","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Irena tweeddalii"
"139","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Irena tweeddalii"
"140","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Irena tweeddalii"
"141","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Irena tweeddalii"
"142","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Irena tweeddalii"
"143","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Irena tweeddalii"
"144","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Irena tweeddalii"
"145","1.1","Housing & urban areas","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Iridosornis porphyrocephalus"
"146","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Iridosornis porphyrocephalus"
"147","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Iridosornis porphyrocephalus"
"148","3.2","Mining & quarrying","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Iridosornis porphyrocephalus"
"149","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Iridosornis porphyrocephalus"
"150","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Iridosornis porphyrocephalus"
"151","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Ixidia cyaniventris"
"152","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Ixidia cyaniventris"
"153","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Ixidia cyaniventris"
"154","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Ixidia cyaniventris"
"155","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Ixidia cyaniventris"
"156","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Ixidia cyaniventris"
"157","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Ixidia cyaniventris"
"158","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Ixidia cyaniventris"
"159","7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Ixidia cyaniventris"
"160","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Ixidia squamata"
"161","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Ixidia squamata"
"162","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Ixidia squamata"
"163","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Ixidia squamata"
"164","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Ixidia squamata"
"165","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Ixidia squamata"
"166","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Ixidia squamata"
"167","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Ixidia squamata"
"168","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Ixos malaccensis"
"169","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Ixos malaccensis"
"170","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Ixos malaccensis"
"171","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Ixos malaccensis"
"172","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Ixos malaccensis"
"173","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Ixos malaccensis"
"174","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Ixos malaccensis"
"175","7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Ixos malaccensis"
"176","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ixos nicobariensis"
"177","1.2","Commercial & industrial areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ixos nicobariensis"
"178","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ixos nicobariensis"
"179","2.1.4","Scale Unknown/Unrecorded","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ixos nicobariensis"
"180","4.1","Roads & railroads","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ixos nicobariensis"
"181","8.1","Invasive non-native/alien species/diseases (Pycnonotus jocosus)","Ongoing","Whole (>90%)","Unknown","Unknown","Pycnonotus jocosus","Ixos nicobariensis"
"182","8.1.2","Named species (Pycnonotus jocosus)","Ongoing","Whole (>90%)","Unknown","Unknown","Pycnonotus jocosus","Ixos nicobariensis"
"183","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Jacamaralcyon tridactyla"
"184","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Jacamaralcyon tridactyla"
"185","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Jacamaralcyon tridactyla"
"186","2.2","Wood & pulp plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Jacamaralcyon tridactyla"
"187","2.2.3","Scale Unknown/Unrecorded","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Jacamaralcyon tridactyla"
"188","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Jacamaralcyon tridactyla"
"189","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Jacamaralcyon tridactyla"
"190","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Unknown",NA,NA,"Jubula lettii"
"191","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Unknown",NA,NA,"Jubula lettii"
"192","1.3","Tourism & recreation areas","Ongoing","Majority (50-90%)","Unknown","Unknown",NA,"Junco bairdi"
"193","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Unknown","Unknown",NA,"Junco bairdi"
"194","2.1.4","Scale Unknown/Unrecorded","Ongoing","Majority (50-90%)","Unknown","Unknown",NA,"Junco bairdi"
"195","8.1","Invasive non-native/alien species/diseases (Capra hircus)","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7","Capra hircus","Junco insularis"
"196","8.1","Invasive non-native/alien species/diseases (Felis catus)","Ongoing","Majority (50-90%)","Unknown","Unknown","Felis catus","Junco insularis"
"197","8.1.2","Named species (Capra hircus)","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7","Capra hircus","Junco insularis"
"198","8.1.2","Named species (Felis catus)","Ongoing","Majority (50-90%)","Unknown","Unknown","Felis catus","Junco insularis"
"199","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Junco vulcani"
"200","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Kenopia striata"
"201","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Kenopia striata"
"202","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Kenopia striata"
