"","code","title","timing","scope","severity","score","invasive","sp"
"48","7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Bucephala islandica"
"49","8.1","Invasive non-native/alien species/diseases (Salvelinus fontinalis)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Salvelinus fontinalis","Bucephala islandica"
"50","8.1.2","Named species (Salvelinus fontinalis)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Salvelinus fontinalis","Bucephala islandica"
"51","8.2","Problematic native species/diseases (Dendroctonus ponderosae)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Dendroctonus ponderosae","Bucephala islandica"
"52","8.2.2","Named species (Dendroctonus ponderosae)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Dendroctonus ponderosae","Bucephala islandica"
"53","9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Bucephala islandica"
"54","9.2.1","Oil spills","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Bucephala islandica"
"55","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Mergus merganser"
"56","5.1.3","Persecution/control","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Mergus merganser"
"57","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Mergus serrator"
"58","5.1.3","Persecution/control","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Mergus serrator"
"59","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Colinus virginianus"
"60","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Colinus virginianus"
"61","2.2","Wood & pulp plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Colinus virginianus"
"62","2.2.2","Agro-industry plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Colinus virginianus"
"63","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Colinus virginianus"
"64","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Colinus virginianus"
"65","5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Colinus virginianus"
"66","5.1.1","Intentional use (species is the target)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Colinus virginianus"
"67","7.1","Fire & fire suppression","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Colinus virginianus"
"68","7.1.2","Supression in fire frequency/intensity","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Colinus virginianus"
"69","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Centrocercus urophasianus"
"70","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Centrocercus urophasianus"
"71","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Centrocercus urophasianus"
"72","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Centrocercus urophasianus"
"73","3.1","Oil & gas drilling","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA,"Centrocercus urophasianus"
"74","5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Unknown","Unknown",NA,"Centrocercus urophasianus"
"75","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Centrocercus urophasianus"
"76","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Centrocercus urophasianus"
"77","5.1.3","Persecution/control","Ongoing","Majority (50-90%)","Unknown","Unknown",NA,"Centrocercus urophasianus"
"78","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Centrocercus urophasianus"
"79","7.1.2","Supression in fire frequency/intensity","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Centrocercus urophasianus"
"80","8.1","Invasive non-native/alien species/diseases (Bos taurus)","Ongoing","Minority (<50%)","Unknown","Unknown","Bos taurus","Centrocercus urophasianus"
"81","8.1.2","Named species (Bos taurus)","Ongoing","Minority (<50%)","Unknown","Unknown","Bos taurus","Centrocercus urophasianus"
"82","8.5","Viral/prion-induced diseases","Ongoing","Whole (>90%)","Unknown","Unknown",NA,"Centrocercus urophasianus"
"83","8.5.2","Named species","Ongoing","Whole (>90%)","Unknown","Unknown",NA,"Centrocercus urophasianus"
"84","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Centrocercus urophasianus"
"85","9.3.4","Type Unknown/Unrecorded","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Centrocercus urophasianus"
"86","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Lagopus lagopus"
"87","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Lagopus muta"
"88","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Tympanuchus cupido"
"89","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Tympanuchus cupido"
"90","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Tympanuchus cupido"
"91","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Tympanuchus cupido"
"92","3.3","Renewable energy","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Tympanuchus cupido"
"93","4.1","Roads & railroads","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Tympanuchus cupido"
"94","5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Tympanuchus cupido"
"95","5.1.1","Intentional use (species is the target)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Tympanuchus cupido"
"96","8.1","Invasive non-native/alien species/diseases (Ovis aries)","Ongoing","Minority (<50%)","Unknown","Unknown","Ovis aries","Tympanuchus cupido"
"97","8.1","Invasive non-native/alien species/diseases (Phasianus colchicus)","Ongoing","Minority (<50%)","Unknown","Unknown","Phasianus colchicus","Tympanuchus cupido"
"98","8.1.2","Named species (Ovis aries)","Ongoing","Minority (<50%)","Unknown","Unknown","Ovis aries","Tympanuchus cupido"
"99","8.1.2","Named species (Phasianus colchicus)","Ongoing","Minority (<50%)","Unknown","Unknown","Phasianus colchicus","Tympanuchus cupido"
"100","9.3","Agricultural & forestry effluents","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Tympanuchus cupido"
"101","9.3.4","Type Unknown/Unrecorded","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Tympanuchus cupido"
"102","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Podiceps auritus"
"103","11.1","Habitat shifting & alteration","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Podiceps auritus"
"104","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Podiceps auritus"
"105","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Podiceps auritus"
"106","2.2","Wood & pulp plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Podiceps auritus"
"107","2.2.2","Agro-industry plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Podiceps auritus"
"108","5.4","Fishing & harvesting aquatic resources","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Podiceps auritus"
"109","5.4.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Podiceps auritus"
"110","6.1","Recreational activities","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Podiceps auritus"
"111","6.3","Work & other activities","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Podiceps auritus"
"112","7.2","Dams & water management/use","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Podiceps auritus"
"113","7.2.4","Abstraction of surface water (unknown use)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Podiceps auritus"
"114","8.1","Invasive non-native/alien species/diseases (Oncorhynchus mykiss)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Oncorhynchus mykiss","Podiceps auritus"
"115","8.1.2","Named species (Oncorhynchus mykiss)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Oncorhynchus mykiss","Podiceps auritus"
"116","8.2","Problematic native species/diseases (Podilymbus podiceps)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Podilymbus podiceps","Podiceps auritus"
"117","8.2.2","Named species (Podilymbus podiceps)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Podilymbus podiceps","Podiceps auritus"
"118","9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA,"Podiceps auritus"
"119","9.2.1","Oil spills","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA,"Podiceps auritus"
"120","9.3","Agricultural & forestry effluents","Past, Unlikely to Return","Majority (50-90%)","Unknown","Past Impact",NA,"Podiceps auritus"
"121","9.3.1","Nutrient loads","Past, Unlikely to Return","Majority (50-90%)","Unknown","Past Impact",NA,"Podiceps auritus"
"122","11.1","Habitat shifting & alteration","Future","Majority (50-90%)","Unknown","Unknown",NA,"Podiceps grisegena"
"123","2.2","Wood & pulp plantations","Ongoing","Majority (50-90%)","Unknown","Unknown",NA,"Podiceps grisegena"
"124","2.2.2","Agro-industry plantations","Ongoing","Majority (50-90%)","Unknown","Unknown",NA,"Podiceps grisegena"
"125","2.4","Marine & freshwater aquaculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Podiceps grisegena"
"126","2.4.3","Scale Unknown/Unrecorded","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Podiceps grisegena"
"127","3.3","Renewable energy","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Podiceps grisegena"
"128","5.4","Fishing & harvesting aquatic resources","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Podiceps grisegena"
"129","5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Podiceps grisegena"
"130","8.1","Invasive non-native/alien species/diseases (Oncorhynchus mykiss)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Oncorhynchus mykiss","Podiceps grisegena"
"131","8.1.2","Named species (Oncorhynchus mykiss)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Oncorhynchus mykiss","Podiceps grisegena"
"132","9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Podiceps grisegena"
"133","9.2.1","Oil spills","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Podiceps grisegena"
"134","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Podiceps grisegena"
"135","9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Podiceps grisegena"
"136","11.5","Other impacts","Past, Likely to Return","Minority (<50%)","Negligible declines","Past Impact",NA,"Podiceps nigricollis"
"137","11.3","Temperature extremes","Ongoing","Unknown","Unknown",NA,NA,"Coccyzus americanus"
"138","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Antrostomus carolinensis"
"139","4.1","Roads & railroads","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Antrostomus carolinensis"
"140","6.1","Recreational activities","Ongoing","Minority (<50%)","No decline","Low Impact: 4",NA,"Antrostomus carolinensis"
"141","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Antrostomus carolinensis"
"142","9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Antrostomus carolinensis"
"143","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Antrostomus vociferus"
"144","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Antrostomus vociferus"
"145","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Antrostomus vociferus"
"146","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Antrostomus vociferus"
"147","2.3.4","Scale Unknown/Unrecorded","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Antrostomus vociferus"
"148","4.1","Roads & railroads","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Antrostomus vociferus"
"149","7.3","Other ecosystem modifications","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Antrostomus vociferus"
"150","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Antrostomus vociferus"
"151","9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Antrostomus vociferus"
"152","11.1","Habitat shifting & alteration","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Cypseloides niger"
"153","9.3","Agricultural & forestry effluents","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Cypseloides niger"
"154","9.3.3","Herbicides and pesticides","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Cypseloides niger"
"155","1.1","Housing & urban areas","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Chaetura pelagica"
"156","11.4","Storms & flooding","Ongoing","Majority (50-90%)","Negligible declines",NA,NA,"Chaetura pelagica"
"157","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Chaetura pelagica"
"158","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Chaetura pelagica"
"159","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown","Unknown",NA,"Selasphorus rufus"
"160","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Selasphorus rufus"
"161","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Selasphorus rufus"
"162","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Rallus elegans"
"163","11.4","Storms & flooding","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Rallus elegans"
"164","1.2","Commercial & industrial areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Rallus elegans"
"165","4.1","Roads & railroads","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Rallus elegans"
"166","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Rallus elegans"
"167","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Rallus elegans"
"168","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Rallus elegans"
"169","5.1.2","Unintentional effects (species is not the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Rallus elegans"
"170","7.2","Dams & water management/use","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Rallus elegans"
"171","7.2.1","Abstraction of surface water (domestic use)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Rallus elegans"
"172","7.2.3","Abstraction of surface water (agricultural use)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Rallus elegans"
"173","8.1","Invasive non-native/alien species/diseases (Phalaris arundinacea)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Phalaris arundinacea","Rallus elegans"
"174","8.1","Invasive non-native/alien species/diseases (Phragmites australis)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Phragmites australis","Rallus elegans"
"175","8.1.2","Named species (Phalaris arundinacea)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Phalaris arundinacea","Rallus elegans"
"176","8.1.2","Named species (Phragmites australis)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Phragmites australis","Rallus elegans"
"177","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Rallus elegans"
"178","9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Rallus elegans"
"179","11.2","Droughts","Future","Majority (50-90%)","No decline","Low Impact: 3",NA,"Grus americana"
"180","11.4","Storms & flooding","Future","Majority (50-90%)","Slow, Significant Declines","Low Impact: 4",NA,"Grus americana"
"181","2.1","Annual & perennial non-timber crops","Past, Unlikely to Return","Majority (50-90%)","Rapid Declines","Past Impact",NA,"Grus americana"
"182","2.1.3","Agro-industry farming","Past, Unlikely to Return","Majority (50-90%)","Rapid Declines","Past Impact",NA,"Grus americana"
"183","4.2","Utility & service lines","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Grus americana"
"184","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Grus americana"
"185","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Grus americana"
"186","6.1","Recreational activities","Ongoing","Majority (50-90%)","No decline","Low Impact: 5",NA,"Grus americana"
"187","6.3","Work & other activities","Past, Unlikely to Return","Majority (50-90%)","Rapid Declines","Past Impact",NA,"Grus americana"
"188","8.2","Problematic native species/diseases","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Grus americana"
"189","8.2","Problematic native species/diseases","Ongoing","Minority (<50%)","No decline","Low Impact: 4",NA,"Grus americana"
"190","8.2.1","Unspecified species","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Grus americana"
"191","9.2","Industrial & military effluents","Future","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 3",NA,"Grus americana"
"192","9.2.1","Oil spills","Future","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 3",NA,"Grus americana"
"193","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Pluvialis squatarola"
"194","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown","Unknown",NA,"Pluvialis squatarola"
"195","1.2","Commercial & industrial areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Pluvialis squatarola"
"196","2.4","Marine & freshwater aquaculture","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Pluvialis squatarola"
"197","2.4.2","Industrial aquaculture","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Pluvialis squatarola"
"198","6.1","Recreational activities","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Pluvialis squatarola"
"199","8.2","Problematic native species/diseases","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA,"Pluvialis squatarola"
"200","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Pluvialis dominica"
"201","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Pluvialis fulva"
"202","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Charadrius nivosus"
"203","11.2","Droughts","Future","Unknown","Unknown","Unknown",NA,"Charadrius nivosus"
"204","5.4","Fishing & harvesting aquatic resources","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Charadrius nivosus"
"205","5.4.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Charadrius nivosus"
"206","5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Charadrius nivosus"
